Category,Feature,URL,Description,Status (Azure),Risk Assessment (Human),Risk Assessment (AI),Source,Last Checked
Compute,Activity details,https://learn.microsoft.com/en-gb/azure/databricks/compute/sql-warehouse/monitor,This page describes how to monitor a SQL warehouse using the Databricks UI.,BETA,-,-,Docs,2026-03-07
Compute,Fetch time,https://learn.microsoft.com/en-gb/azure/databricks/compute/sql-warehouse/monitor,This page describes how to monitor a SQL warehouse using the Databricks UI.,BETA,-,-,Docs,2026-03-07
Compute,Monitor long fetch times,https://learn.microsoft.com/en-gb/azure/databricks/compute/sql-warehouse/monitor,This page describes how to monitor a SQL warehouse using the Databricks UI.,BETA,-,-,Docs,2026-03-07
Data engineering,Create ingestion pipeline,https://learn.microsoft.com/en-gb/azure/databricks/ingestion/lakeflow-connect/netsuite-pipeline,Learn how to create a managed NetSuite ingestion pipeline using Databricks Lakeflow Connect.,PUBLIC_PREVIEW,-,-,Docs,2026-03-08
Data engineering,Data formats,https://learn.microsoft.com/en-gb/azure/databricks/ingestion/variant,"In Databricks Runtime 15.3 and above, you can use the VARIANT type to ingest semi-structured data. This article describes behavior and provides example patterns for ingesting data from cloud object storage using Auto Loader and COPY INTO, streaming records from Kafka, and SQL commands for creating new tables with variant data or inserting new records using the variant type. The following table summarizes the supported file formats and Databricks Runtime version support:",PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Data engineering,Default Python package repositories in Spark Declarative Pipelines,https://learn.microsoft.com/en-us/azure/databricks/admin/workspace-settings/default-python-packages,Default Python package repositories in serverless and classic Spark Declarative Pipelines (SDP). The changes of configurations apply to new pipeline runs.,PUBLIC_PREVIEW,-,-,Workspace,2026-03-09
Data engineering,Dynamic partition overwrites with partitionOverwriteMode (legacy),https://learn.microsoft.com/en-gb/azure/databricks/delta/selective-overwrite,Azure Databricks leverages Delta Lake functionality to support two distinct options for selective overwrites:,PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Data engineering,Enables remote query table-valued function (remote_query).,https://docs.databricks.com/aws/en/query-federation/remote-queries,Function allows users to execute query in remote engine syntax using credentials from a Unity Catalog connection. Function is available on Databricks Runtime 17.3 or above.,PUBLIC_PREVIEW,-,-,Workspace,2026-03-07
Data engineering,Join Pushdown for Federated Queries,https://docs.databricks.com/aws/en/query-federation/performance-recommendations#join-pushdown-in-lakehouse-federation,"Enables automatic pushdown of join operations to remote databases when executing federated queries through Lakehouse Federation. When enabled, Databricks pushes inner, left, and right joins between tables from the same JDBC datasource (Oracle, PostgreSQL, MySQL, SQL Server, Teradata) directly to the remote database engine, reducing data transfer and improving query performance. This feature is available on Databricks Runtime 17.2 and above.",PUBLIC_PREVIEW,-,-,Workspace,2026-03-07
Data engineering,Lakeflow Connect Column Selection for Database Sources,https://learn.microsoft.com/en-us/azure/databricks/ingestion/lakeflow-connect/column-selection,Enable column selection for Lakeflow Connects SQL Server connector. Available only via API.,PUBLIC_PREVIEW,-,-,Workspace,2026-03-07
Data engineering,Lakeflow Connect for Dynamics 365,https://learn.microsoft.com/en-us/azure/databricks/ingestion/lakeflow-connect/d365-source-setup,Ingest Dynamics 365 data via Dataverse with a simple and efficient connector. Available via API or UI.,PUBLIC_PREVIEW,-,-,Workspace,2026-03-07
Data engineering,Lakeflow Connect for Dynamics 365 FAQ,https://learn.microsoft.com/en-gb/azure/databricks/ingestion/lakeflow-connect/d365-faq,Find answers to frequently asked questions about the managed Microsoft Dynamics 365 connector in Lakeflow Connect.,PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Data engineering,Lakeflow Connect for Netsuite,https://learn.microsoft.com/en-us/azure/databricks/ingestion/lakeflow-connect/netsuite-source-setup,Ingest NetSuite data with a simple and efficient connector. Available via API only.,PUBLIC_PREVIEW,-,-,Workspace,2026-03-07
Data engineering,Lakeflow Connect for NetSuite Reference,https://learn.microsoft.com/en-gb/azure/databricks/ingestion/lakeflow-connect/netsuite-reference,Find reference material for the NetSuite ingestion connector in Azure Databricks Lakeflow Connect.,PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Data engineering,Lakeflow Pipelines Editor,https://learn.microsoft.com/en-us/azure/databricks/dlt/dlt-multi-file-editor,"Purpose-built IDE for declarative data pipelines. Designed to support everything you need for building pipelines in one place: code-first authoring, folder-based organization, selective execution, data previews, and pipeline graphs. Integrated with the Databricks Platform, supporting version control, code reviews, and scheduling.",PUBLIC_PREVIEW,-,-,Workspace,2026-03-07
Data engineering,Limitations,https://learn.microsoft.com/en-gb/azure/databricks/ingestion/lakeflow-connect/netsuite-limits,Learn about known limitations and considerations for ingesting data from NetSuite using Azure Databricks Lakeflow Connect.,PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Data engineering,Migrate to Delta Lake,https://learn.microsoft.com/en-gb/azure/databricks/ingestion/data-migration/clone-parquet,You can use Azure Databricks clone functionality to incrementally convert data from Parquet or Apache Iceberg data sources to managed or external Delta tables.,PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Data engineering,Pipeline tagging,https://learn.microsoft.com/en-gb/azure/databricks/ingestion/lakeflow-connect/pipeline-tags,Applies to:  API-based pipeline authoring  SaaS connectors  Database connectors,PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Data engineering,row_filter,https://learn.microsoft.com/en-gb/azure/databricks/ldp/developer/ldp-python-ref-materialized-view,The @materialized_view decorator can be used to define materialized views in a pipeline.,PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Data engineering,SFTP Connector,https://learn.microsoft.com/azure/databricks/ingestion/sftp,Ingest files from SFTP server using Auto Loader. Requires DBR 17.3+.,PUBLIC_PREVIEW,-,-,Workspace,2026-03-07
Data engineering,Streaming observability for Lakeflow Jobs,https://learn.microsoft.com/en-gb/azure/databricks/jobs/configure-job,"You can create and run a job using the Jobs UI, or developer tools such as the Databricks CLI or the REST API. Using the UI or API, you can repair and rerun a failed or canceled job. This article shows how to create, configure, and edit jobs using the Jobs & Pipelines workspace UI. For information about other tools, see the following:",PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Data engineering,Troubleshooting,https://learn.microsoft.com/en-gb/azure/databricks/ingestion/lakeflow-connect/d365-troubleshoot,This page provides troubleshooting guidance for common issues with the Microsoft Dynamics 365 connector in Lakeflow Connect.,PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Data engineering,Unified Runs List,https://learn.microsoft.com/en-us/azure/databricks/jobs/monitor#view-recent-job-runs-across-all-jobs,"You can now view all of your Jobs and Pipeline executions in the updated Runs list. Track all of your pipeline executions in one place and filter by status, time, run-as user, and error codes in real time. Spot trends using the visualization and summary of the current top five error codes.",PUBLIC_PREVIEW,-,-,Workspace,2026-03-07
Data engineering,Excel File Format Support,https://learn.microsoft.com/en-us/azure/databricks/query/formats/excel,"Read Excel files using Spark batch and streaming APIs including Auto Loader, read_files, spark.read and COPY INTO. Available in DBR17.1+",BETA,-,-,Workspace,2026-03-07
Data engineering,Incremental refresh for materialized views,https://learn.microsoft.com/en-gb/azure/databricks/optimizations/incremental-refresh,"This article outlines the semantics and requirements for incremental refreshes on materialized views, and identifies the SQL operations, keywords, and clauses that support incremental refresh. It includes discussion of the differences between incremental and full refreshes, and includes recommendations for choosing between materialized views and streaming tables.",BETA,-,-,Docs,2026-03-07
Data engineering,Lakeflow Connect for Confluence,https://learn.microsoft.com/en-gb/azure/databricks/ingestion/lakeflow-connect/confluence-source-setup,Ingest from Confluence with a simple and efficient connector,BETA,-,-,Workspace,2026-03-07
Data engineering,Lakeflow Connect for Google Ads,https://learn.microsoft.com/en-in/azure/databricks/ingestion/lakeflow-connect/google-ads-overview,Ingest from Google Ads with a simple and efficient connector.,BETA,-,-,Workspace,2026-03-07
Data engineering,Lakeflow Connect for Google Drive,https://learn.microsoft.com/en-us/azure/databricks/ingestion/google-drive,Ingest from Google Drive with a simple and efficient connector. **Requires DBR 17.3+**,BETA,-,-,Workspace,2026-03-07
Data engineering,Lakeflow Connect for HubSpot,https://learn.microsoft.com/en-us/azure/databricks/ingestion/lakeflow-connect/hubspot-overview,Ingest from HubSpot with a simple and efficient connector.,BETA,-,-,Workspace,2026-03-08
Data engineering,Lakeflow Connect for Jira,https://learn.microsoft.com/en-gb/azure/databricks/ingestion/lakeflow-connect/jira-source-setup,Ingest Jira data with a simple and efficient connector. Available via API for both Jira Cloud and on premise instances.,BETA,-,-,Workspace,2026-03-07
Data engineering,Lakeflow Connect for Meta Ads,https://learn.microsoft.com/en-gb/azure/databricks/ingestion/lakeflow-connect/meta-ads-source-setup,Ingest Meta Ads data with a simple and efficient connector.,BETA,-,-,Workspace,2026-03-07
Data engineering,Lakeflow Connect for Sharepoint,https://learn.microsoft.com/en-us/azure/databricks/ingestion/sharepoint,Ingest Sharepoint data with a simple and efficient connector. Available via API.,BETA,-,-,Workspace,2026-03-07
Data engineering,Lakeflow Connect for TikTok Ads,https://learn.microsoft.com/en-us/azure/databricks/ingestion/lakeflow-connect/tiktok-ads-overview,Ingest from TikTok Ads with a simple and efficient connector.,BETA,-,-,Workspace,2026-03-08
Data engineering,Lakeflow Connect for Zendesk Support,https://learn.microsoft.com/en-us/azure/databricks/ingestion/lakeflow-connect/zendesk-support-overview,Ingest from Zendesk Support with a simple and efficient connector.,BETA,-,-,Workspace,2026-03-07
Data engineering,refresh_policy,https://learn.microsoft.com/en-gb/azure/databricks/ldp/developer/ldp-python-ref-materialized-view,The @materialized_view decorator can be used to define materialized views in a pipeline.,BETA,-,-,Docs,2026-03-07
Data governance,Certified and deprecated system tags,https://learn.microsoft.com/en-gb/azure/databricks/data-governance/,"Data governance is a framework of policies, processes, roles, and technical controls that ensures your organization's data is secure, trustworthy, and used responsibly throughout its lifecycle. Effective data governance enables you to maintain data quality, protect sensitive information, meet regulatory requirements, and maximize the value of your data assets.",PRIVATE_PREVIEW,-,-,Docs,2026-03-07
Data governance,Attribute-based access control (ABAC),https://learn.microsoft.com/en-gb/azure/databricks/data-governance/unity-catalog/abac/,This page describes attribute-based access control (ABAC) in Unity Catalog.,PUBLIC_PREVIEW,-,-,Docs,2026-03-10
Data governance,Attribute-based access control (ABAC),https://learn.microsoft.com/en-gb/azure/databricks/data-governance/unity-catalog/access-control,"This page has an overview of access control in Unity Catalog, including privileges, policies, and data-level controls.",PUBLIC_PREVIEW,-,-,Docs,2026-03-08
Data governance,Data classification,https://learn.microsoft.com/en-gb/azure/databricks/data-governance/unity-catalog/data-classification,This page describes how to use Databricks Data Classification in Unity Catalog to automatically classify and tag sensitive data in your catalog.,PUBLIC_PREVIEW,-,-,Docs,2026-03-09
Data governance,External Data Lineage,https://learn.microsoft.com/en-gb/azure/databricks/data-governance/unity-catalog/external-lineage,This page describes how to update data lineage to include external assets and workflows that are run outside of Azure Databricks.,PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Data governance,Flag certified and deprecated data,https://learn.microsoft.com/en-gb/azure/databricks/data-governance/unity-catalog/certify-deprecate-data,This page shows how to apply system tags to objects to mark them as certified or deprecated.,PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Data governance,Governed Tags,https://learn.microsoft.com/en-gb/azure/databricks/admin/governed-tags/,"This page provides an overview of governed tags, previously called tag policies in Beta, in Azure Databricks. To create and manage governed tags, see Create and manage governed tags. To apply tags, see Apply tags to Unity Catalog securable objects.",PUBLIC_PREVIEW,-,-,Docs,2026-03-10
Data governance,MANAGE privilege,https://learn.microsoft.com/en-gb/azure/databricks/data-governance/unity-catalog/manage-privileges/,"This page explains how to control access to data and other objects in Unity Catalog. To learn about how this model differs from access control in the Hive metastore, see Work with the legacy Hive metastore alongside Unity Catalog.",PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Data governance,Privileges and ownership,https://learn.microsoft.com/en-gb/azure/databricks/data-governance/unity-catalog/access-control,"This page has an overview of access control in Unity Catalog, including privileges, policies, and data-level controls.",GA,-,-,Docs,2026-03-07
Data governance,Table-level filtering and masking,https://learn.microsoft.com/en-gb/azure/databricks/data-governance/unity-catalog/access-control,"This page has an overview of access control in Unity Catalog, including privileges, policies, and data-level controls.",GA,-,-,Docs,2026-03-07
Data governance,Workspace-level restrictions,https://learn.microsoft.com/en-gb/azure/databricks/data-governance/unity-catalog/access-control,"This page has an overview of access control in Unity Catalog, including privileges, policies, and data-level controls.",GA,-,-,Docs,2026-03-07
Data guides,Access data using external systems,https://learn.microsoft.com/en-gb/azure/databricks/external-access/admin,Azure Databricks provides access to Unity Catalog tables using the Unity REST API and Apache Iceberg REST catalog.,PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Data guides,Governed tags,https://learn.microsoft.com/en-gb/azure/databricks/database-objects/tags,This page shows how to apply tags to Unity Catalog securable objects.,PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Data guides,Natural language sample data exploration,https://learn.microsoft.com/en-gb/azure/databricks/catalog-explorer/,"Databricks Catalog Explorer provides a UI to explore and manage data, schemas (databases), tables, models, functions, and other AI assets. To open Catalog Explorer, click  Catalog in the sidebar.",PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Data guides,Query data,https://learn.microsoft.com/en-gb/azure/databricks/query/formats/xml,This article describes how to read and write XML files.,PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Data guides,Custom JDBC on UC Compute,https://learn.microsoft.com/en-gb/azure/databricks/connect/jdbc-connection,"This feature enables users to connect to data sources using a custom JDBC driver through the Spark Data Source API. The new UC Connection of type JDBC, runs a user-provided JDBC driver powered by Lakeguard isolation on UC-supported compute: serverless, standard, and dedicated clusters with DBR 17.3 or higher.",BETA,-,-,Workspace,2026-03-07
Data sharing,Foreign Iceberg tables,https://learn.microsoft.com/en-gb/azure/databricks/delta-sharing/create-share,This page explains how to create and manage shares for Delta Sharing.,PRIVATE_PREVIEW,-,-,Docs,2026-03-07
Data sharing,External MCP servers,https://learn.microsoft.com/en-gb/azure/databricks/marketplace/get-started-consumer,This article describes how to access data products in Databricks Marketplace if you have an Azure Databricks workspace that is enabled for Unity Catalog.,PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Data sharing,Iceberg clients: Read shared data,https://learn.microsoft.com/en-gb/azure/databricks/delta-sharing/read-data-open,This page describes how to read data shared with you using the Delta Sharing open sharing protocol with bearer tokens. It includes instructions for reading shared data using the following tools:,PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Data sharing,Managed Iceberg tables,https://learn.microsoft.com/en-gb/azure/databricks/delta-sharing/create-share,This page explains how to create and manage shares for Delta Sharing.,PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Data sharing,Read ABAC-secured data and apply ABAC policies,https://learn.microsoft.com/en-gb/azure/databricks/delta-sharing/read-data-databricks,"This page describes how to read data shared with you using the Databricks-to-Databricks Delta Sharing protocol, where Databricks manages a secure connection for data sharing. Unlike the Delta Sharing open sharing protocol, the Databricks-to-Databricks protocol does not require a credential file (token-based security).",PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Data sharing,Read shared managed Iceberg tables,https://learn.microsoft.com/en-gb/azure/databricks/delta-sharing/read-data-databricks,"This page describes how to read data shared with you using the Databricks-to-Databricks Delta Sharing protocol, where Databricks manages a secure connection for data sharing. Unlike the Delta Sharing open sharing protocol, the Databricks-to-Databricks protocol does not require a credential file (token-based security).",PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Data sharing,Read tables with deletion vectors or column mapping enabled,https://learn.microsoft.com/en-gb/azure/databricks/delta-sharing/read-data-databricks,"This page describes how to read data shared with you using the Databricks-to-Databricks Delta Sharing protocol, where Databricks manages a secure connection for data sharing. Unlike the Delta Sharing open sharing protocol, the Databricks-to-Databricks protocol does not require a credential file (token-based security).",PUBLIC_PREVIEW,-,-,Docs,2026-03-10
Data sharing,Read tables with deletion vectors or column mapping enabled,https://learn.microsoft.com/en-gb/azure/databricks/delta-sharing/read-data-open,This page describes how to read data shared with you using the Delta Sharing open sharing protocol with bearer tokens. It includes instructions for reading shared data using the following tools:,PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Data sharing,Sharing to external Iceberg clients,https://learn.microsoft.com/en-gb/azure/databricks/delta-sharing/create-share,This page explains how to create and manage shares for Delta Sharing.,PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Data sharing,Tables with deletion vectors or column mapping,https://learn.microsoft.com/en-gb/azure/databricks/delta-sharing/create-share,This page explains how to create and manage shares for Delta Sharing.,PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Data sharing,Foreign schemas or tables,https://learn.microsoft.com/en-gb/azure/databricks/delta-sharing/create-share,This page explains how to create and manage shares for Delta Sharing.,BETA,-,-,Docs,2026-03-07
Data warehousing,Data warehousing — Queries,https://learn.microsoft.com/en-gb/azure/databricks/sql/user/queries/performance-insights,"This feature is in Private Preview. To try it, reach out to your Azure Databricks contact.",PRIVATE_PREVIEW,-,-,Docs,2026-03-07
Data warehousing,Query tags,https://learn.microsoft.com/en-gb/azure/databricks/sql/user/queries/query-tags,"This page describes how to use query tags to group, filter, and attribute costs for SQL workloads on Databricks SQL warehouses.",PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Data warehousing,SQL Alerts V2,https://learn.microsoft.com/en-gb/azure/databricks/sql/user/alerts/,"The next generation of Databricks SQL Alerts - with a revamped user interface, a simplified data model, evaluation history, and improved API support.",PUBLIC_PREVIEW,-,-,Workspace,2026-03-07
Data warehousing,Use semantic metadata,https://learn.microsoft.com/en-gb/azure/databricks/metric-views/data-modeling/semantic-metadata,This page explains how to use semantic metadata in metric views to enhance data visualization and improve large language model (LLM) accuracy.,PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Data warehousing,Window measures,https://learn.microsoft.com/en-gb/azure/databricks/metric-views/data-modeling/,This page describes how to model metric views and best practices for working with them.,EXPERIMENTAL,-,-,Docs,2026-03-07
Data warehousing,Allow users to enable the new SQL editor for queries,https://learn.microsoft.com/en-gb/azure/databricks/sql/user/sql-editor/custom-format,"The new SQL editor offers improved performance and introduces features like multiple statement results, Git integration, and real-time collaboration with user presence and comments.",GA,-,-,Workspace,2026-03-07
Data warehousing,Default warehouse setting,https://learn.microsoft.com/azure/databricks/compute/sql-warehouse/create#set-a-user-level-default-warehouse,"The default warehouse feature allows Databricks workspace admins to define a default SQL warehouse that is pre-selected for users across SQL authoring surfaces, including Catalog Explorer, SQL Editor, Dashboards, Alerts, and Genie. Users can optionally override this default to set a customer default warehouse for themselves.",GA,-,-,Workspace,2026-03-07
Developers,query_tags,https://learn.microsoft.com/en-gb/azure/databricks/dev-tools/go-sql-driver,"The Databricks SQL Driver for Go is a Go library that allows you to use Go code to run SQL commands on Azure Databricks compute resources. This article supplements the Databricks SQL Driver for Go README, API reference, and examples.",PRIVATE_PREVIEW,-,-,Docs,2026-03-07
Developers,Databricks Driver for SQLTools,https://learn.microsoft.com/en-gb/azure/databricks/dev-tools/sqltools-driver,The Databricks Driver for SQLTools enables you to use the SQLTools extension for Visual Studio Code to browse SQL objects and to run SQL queries in remote Azure Databricks workspaces.,PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Developers,dbutils.data,https://learn.microsoft.com/en-gb/azure/databricks/dev-tools/databricks-utils,"This article contains reference for Databricks Utilities (dbutils). The utilities provide commands that enable you to work with your Databricks environment from notebooks. For example, you can manage files and object storage, and work with secrets. dbutils are available in Python, R, and Scala notebooks.",PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Developers,Enable networking for UDFs in Serverless SQL Warehouses,https://docs.databricks.com/aws/en/security/network/serverless-network-security/manage-network-policies#validate-with-databricks-sql,Enables internet access from User Defined Functions (UDFs) for Serverless SQL Warehouses. UDFs can now make network calls including downloading files and sending requests. Note that this opens up exfiltration of input data to the UDFs to the external network. Enabling this preview on Serverless Warehouses takes up to 15 minutes.,PUBLIC_PREVIEW,-,-,Workspace,2026-03-07
Developers,GitHub Actions,https://learn.microsoft.com/en-gb/azure/databricks/dev-tools/ci-cd/github,"GitHub Actions trigger runs of your CI/CD flows from your GitHub repositories and allow you to automate your build, test, and deployment CI/CD pipeline.",PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Developers,Serverless Private Git,https://learn.microsoft.com/en-us/azure/databricks/repos/serverless-private-git,Simplify the process of using Private Git Networking with the use of Serverless Private Link.  Avaialable on AWS and Azure.,PUBLIC_PREVIEW,-,-,Workspace,2026-03-07
Developers,sparklyr and RStudio Desktop,https://learn.microsoft.com/en-gb/azure/databricks/dev-tools/databricks-connect-legacy,Databricks Connect recommends that you use Databricks Connect for Databricks Runtime 13.0 and above instead.,PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Developers,Git CLI,https://learn.microsoft.com/en-gb/azure/databricks/repos/git-operations-with-repos,"This page describes how to perform common Git operations in your Azure Databricks workspace using Git folders, including cloning, branching, committing, and pushing.",BETA,-,-,Docs,2026-03-07
Developers,Scoped personal access tokens,https://learn.microsoft.com/en-us/azure/databricks/dev-tools/auth/pat#create-personal-access-tokens-for-workspace-users,"Scoped personal access tokens (Scoped PATs) limit which APIs each token can call through specific scopes that define its permissions. The feature helps enforce least-privilege access and reduces risk if a token is compromised. You can configure scopes individually on each token and update them at any time to match the token's intended use—such as connecting BI tools, or running automation scripts.",BETA,-,-,Workspace,2026-03-08
Developers,VS Code extension,https://learn.microsoft.com/en-gb/azure/databricks/dev-tools/sqltools-driver,The Databricks Driver for SQLTools enables you to use the SQLTools extension for Visual Studio Code to browse SQL objects and to run SQL queries in remote Azure Databricks workspaces.,BETA,-,-,Docs,2026-03-07
Developers,bundle,https://learn.microsoft.com/en-gb/azure/databricks/dev-tools/cli/bundle-commands,This information applies to Databricks CLI versions 0.205 and above. The Databricks CLI is in Public Preview.,EXPERIMENTAL,-,-,Docs,2026-03-07
Developers,Databricks Asset Bundles,https://learn.microsoft.com/en-gb/azure/databricks/dev-tools/bundles/direct,"Databricks Asset Bundles was originally built on top of the Databricks Terraform provider to manage deployments. However, in an effort to move away from this dependency, Databricks CLI version 0.279.0 and above supports two different deployment engines: terraform and direct. The direct deployment engine does not depend on Terraform and will soon become the default. The Terraform deployment engine will eventually be deprecated.",EXPERIMENTAL,-,-,Docs,2026-03-07
Developers,dbutils.notebook,https://learn.microsoft.com/en-gb/azure/databricks/dev-tools/databricks-utils,"This article contains reference for Databricks Utilities (dbutils). The utilities provide commands that enable you to work with your Databricks environment from notebooks. For example, you can manage files and object storage, and work with secrets. dbutils are available in Python, R, and Scala notebooks.",EXPERIMENTAL,-,-,Docs,2026-03-07
Notebooks,Focused notebook & file editor for Git folders,https://docs.databricks.com/aws/en/workspace/workspace-browser#authoring-contexts,"Similar to opening a folder in an IDE, you can now set the scope of the notebook and file editor to a specific Git folder. When the scope is set to a Git folder, the side panel displays that folder’s contents as an expandable tree, and the editor’s tab bar displays only the files, notebooks, and queries opened while the scope is set to that folder.",PUBLIC_PREVIEW,-,-,Workspace,2026-03-07
OLTP databases (Lakebase),Postgres -> Delta sync,https://learn.microsoft.com/en-gb/azure/databricks/oltp/,"Lakebase Postgres is a fully managed, cloud-native PostgreSQL database that brings online transaction processing (OLTP) capabilities to the Lakehouse.",PRIVATE_PREVIEW,-,-,Docs,2026-03-07
OLTP databases (Lakebase),Postgres -> Delta sync,https://learn.microsoft.com/en-gb/azure/databricks/oltp/,"Lakebase Postgres is a fully managed, cloud-native PostgreSQL database that brings online transaction processing (OLTP) capabilities to the Lakehouse.",PRIVATE_PREVIEW,-,-,Docs,2026-03-07
OLTP databases (Lakebase),PostgREST API support,https://learn.microsoft.com/en-gb/azure/databricks/oltp/,"Lakebase Postgres is a fully managed, cloud-native PostgreSQL database that brings online transaction processing (OLTP) capabilities to the Lakehouse.",PRIVATE_PREVIEW,-,-,Docs,2026-03-07
OLTP databases (Lakebase),PostgREST API support,https://learn.microsoft.com/en-gb/azure/databricks/oltp/,"Lakebase Postgres is a fully managed, cloud-native PostgreSQL database that brings online transaction processing (OLTP) capabilities to the Lakehouse.",PRIVATE_PREVIEW,-,-,Docs,2026-03-07
OLTP databases (Lakebase),Lakebase Provisioned,https://learn.microsoft.com/en-gb/azure/databricks/oltp/,"Lakebase Postgres is a fully managed, cloud-native PostgreSQL database that brings online transaction processing (OLTP) capabilities to the Lakehouse.",PUBLIC_PREVIEW,-,-,Docs,2026-03-07
OLTP databases (Lakebase),Lakebase Provisioned,https://learn.microsoft.com/en-gb/azure/databricks/oltp/,"Lakebase Postgres is a fully managed, cloud-native PostgreSQL database that brings online transaction processing (OLTP) capabilities to the Lakehouse.",PUBLIC_PREVIEW,-,-,Docs,2026-03-07
OLTP databases (Lakebase),"Infrastructure as code (Asset Bundles, Terraform)",https://learn.microsoft.com/en-gb/azure/databricks/oltp/,"Lakebase Postgres is a fully managed, cloud-native PostgreSQL database that brings online transaction processing (OLTP) capabilities to the Lakehouse.",BETA,-,-,Docs,2026-03-07
OLTP databases (Lakebase),"Infrastructure as code (Asset Bundles, Terraform)",https://learn.microsoft.com/en-gb/azure/databricks/oltp/,"Lakebase Postgres is a fully managed, cloud-native PostgreSQL database that brings online transaction processing (OLTP) capabilities to the Lakehouse.",BETA,-,-,Docs,2026-03-07
OLTP databases (Lakebase),Lakebase Autoscaling,https://learn.microsoft.com/en-gb/azure/databricks/oltp/,"Lakebase Postgres is a fully managed, cloud-native PostgreSQL database that brings online transaction processing (OLTP) capabilities to the Lakehouse.",BETA,-,-,Docs,2026-03-07
OLTP databases (Lakebase),Lakebase Autoscaling,https://learn.microsoft.com/en-gb/azure/databricks/oltp/,"Lakebase Postgres is a fully managed, cloud-native PostgreSQL database that brings online transaction processing (OLTP) capabilities to the Lakehouse.",BETA,-,-,Docs,2026-03-07
OLTP databases (Lakebase),"Programmatic access (REST API, CLI, SDKs)",https://learn.microsoft.com/en-gb/azure/databricks/oltp/,"Lakebase Postgres is a fully managed, cloud-native PostgreSQL database that brings online transaction processing (OLTP) capabilities to the Lakehouse.",BETA,-,-,Docs,2026-03-07
OLTP databases (Lakebase),"Programmatic access (REST API, CLI, SDKs)",https://learn.microsoft.com/en-gb/azure/databricks/oltp/,"Lakebase Postgres is a fully managed, cloud-native PostgreSQL database that brings online transaction processing (OLTP) capabilities to the Lakehouse.",BETA,-,-,Docs,2026-03-07
Reference,Error handling,https://learn.microsoft.com/en-gb/azure/databricks/error-messages/,Applies to:  Databricks SQL  Databricks Runtime 12.2 and above,PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Reference,PySpark reference,https://learn.microsoft.com/en-gb/azure/databricks/pyspark/reference/functions/st_addpoint,Adds a new point to the n-th position in the input linestring Geography or Geometry.,PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Reference,EXPLAIN CREATE MATERIALIZED VIEW,https://learn.microsoft.com/en-gb/azure/databricks/sql/language-manual/sql-ref-syntax-qry-explain-materialized-view,Applies to:  Databricks SQL  Databricks Runtime 17.3 and above,BETA,-,-,Docs,2026-03-08
Reference,REFRESH POLICY,https://learn.microsoft.com/en-gb/azure/databricks/sql/language-manual/sql-ref-syntax-ddl-create-materialized-view,A materialized view is a view where precomputed results are available for query and can be updated to reflect changes in the input.,BETA,-,-,Docs,2026-03-07
Reference,REFRESH POLICY clause,https://learn.microsoft.com/en-gb/azure/databricks/sql/language-manual/sql-ref-syntax-ddl-create-materialized-view-refresh-policy,Applies to:  Databricks SQL  Databricks Runtime 17.3 and above,BETA,-,-,Docs,2026-03-08
Security & compliance,Authentication and access control,https://learn.microsoft.com/en-gb/azure/databricks/security/auth/change-default-workspace-access,This page explains how workspace admins can change the default workspace access for new users to consumer access by using group cloning. This feature helps you streamline consumer onboarding at scale while maintaining appropriate access levels for users who need authoring privileges.,PUBLIC_PREVIEW,-,-,Docs,2026-03-07
